FechaInicio,Prestamo,Fichas,Monto por ficha,MontoPendiente,Dias de atraso,Atraso,EmpleadoID,Monto Préstamo
11/10/2023,158553,16,16209.7125,4126.85,0,2947.75,26464,"$228,306"
11/10/2023,158561,16,6446.4,17605,21,12575,28363,"$88,307"
13/10/2023,158564,16,8720.932,7181.104,0,0,24410,"$119,465"
16/10/2023,158570,16,6912.1405,4104.016,0,0,21542,"$97,354"
11/10/2023,158571,16,2148.8,4659.2,14,3328,25120,"$29,436"
11/10/2023,158583,16,4360.4575,17954.44,28,12824.6,22543,"$59,732"
11/10/2023,158585,16,2402.1,1922.2,0,1373,25145,"$33,363"
16/10/2023,158591,16,24808.7885,20428.772,0,0,27457,"$344,567"
23/10/2023,158596,16,24288.9115,52268.328,2,8759.33,22728,"$342,097"
12/10/2023,158606,16,3202.7915,7225.638,13,3277.175,28209,"$43,874"
11/10/2023,158609,16,24589.7435,179838.932,7,27204.495,26508,"$336,846"
11/10/2023,158612,16,6697.575,15352.4,14,10966,28111,"$91,748"
13/10/2023,158620,16,9237.8,13630.4,5,4302,27944,"$130,110"
11/10/2023,158635,16,14664.064,47741.708,21,34101.22,20929,"$203,668"
11/10/2023,158638,16,22886.403,50360.716,14,35971.94,27472,"$317,867"
12/10/2023,158661,16,8850.1235,5612.292,0,0,28447,"$119,596"
12/10/2023,158663,16,16702.5935,13750.632,0,0,24873,"$238,608"
12/10/2023,158664,16,5759.158,54052.376,27,11506.92,26503,"$81,115"
12/10/2023,158673,16,5902.6125,4853.1,0,0,27851,"$81,981"
13/10/2023,158674,16,6405.549,3930.528,0,0,28015,"$91,508"
12/10/2023,158675,16,21133.261,341.292,0,0,20771,"$293,518"
12/10/2023,158678,16,5315.101,4367.272,0,0,21637,"$71,826"
12/10/2023,158679,16,3156.05,718.9,0,0,26493,"$42,649"
12/10/2023,158687,16,6459.9405,25410.616,27,14350.475,28359,"$87,296"
12/10/2023,158688,16,19235.6615,2.121,0,0,28313,"$274,795"
12/10/2023,158692,16,1534.675,1263.5,0,0,22225,"$21,924"
13/10/2023,158703,16,6071.9325,4562.74,0,0,26845,"$82,053"
16/10/2023,158716,16,28943.775,23835,0,0,15851,"$396,490"
19/10/2023,158728,16,17250.036,28411.264,0,0,28319,"$236,302"
12/10/2023,158729,16,6782.9405,4476.416,0,0,28341,"$92,917"
12/10/2023,158730,16,5004.324,2892.428,0,0,28341,"$68,552"
16/10/2023,158732,16,11886.3065,7612.668,0,0,27517,"$162,826"
12/10/2023,158737,16,5170.5755,1315.636,0,0,28107,"$71,814"
12/10/2023,158740,16,18739.1,7130.9,0,0,27480,"$263,931"
12/10/2023,158742,16,26438.417,64336.524,13,30402.65,27633,"$372,372"
12/10/2023,158744,16,12338.6,13669.6,6,2506,24766,"$176,266"
12/10/2023,158745,16,8554.468,6917.596,0,0,24595,"$115,601"
13/10/2023,158758,16,7321.9595,6026.384,0,0,11551,"$103,126"
12/10/2023,158763,16,10013,8232,0,0,16070,"$141,028"
12/10/2023,158764,16,16567.4775,9655.38,0,0,21117,"$236,678"
13/10/2023,158766,16,9625.3235,7925.792,0,0,21568,"$131,854"
12/10/2023,158767,16,3616.7755,2962.736,0,0,22820,"$50,941"
18/10/2023,158770,16,26071.2,15695.4,0,0,25007,"$352,314"
19/10/2023,158778,16,1477.3,2319.1,0,0,28268,"$19,964"
12/10/2023,158780,16,6510.2095,11175.584,13,4153.025,22005,"$90,420"
12/10/2023,158784,16,10271.315,8457.68,0,0,24697,"$140,703"
12/10/2023,158786,16,3021.7585,11151.812,27,6188.075,28454,"$41,969"
12/10/2023,158792,16,15116.281,11932.032,0,0,21550,"$209,948"
12/10/2023,158797,16,3269.5165,312.788,0,0,22870,"$46,050"
13/10/2023,158799,16,13775.1,11344.2,0,0,10257,"$186,150"
13/10/2023,158800,16,48718.668,40111.484,0,0,10257,"$658,360"
12/10/2023,158801,16,11510.802,9475.494,0,0,21401,"$155,551"
13/10/2023,158808,16,9366.932,14969.304,5,5182.4,27469,"$130,096"
13/10/2023,158810,16,2535.55,6920.2,19,3451.5,26849,"$34,734"
12/10/2023,158812,16,6782.966,3317.552,0,0,26850,"$92,917"
13/10/2023,158814,16,23268.75,87374.7,26,48723,22098,"$314,443"
12/10/2023,158815,16,6847.6,5636.4,0,0,15424,"$92,535"
12/10/2023,158817,16,2535.533,3494.876,6,1004.85,28343,"$35,712"
13/10/2023,158819,16,14987.0895,11570.944,0,0,24449,"$211,086"
12/10/2023,158822,16,21345.37,16621.64,0,0,17226,"$304,934"
12/10/2023,158825,16,2257.5065,10546.368,0,0,26508,"$30,507"
12/10/2023,158829,16,27111.634,34361.348,6,8595.8,27810,"$366,373"
12/10/2023,158830,16,8780.1515,7226.408,0,0,28032,"$121,947"
12/10/2023,158831,16,7235.1405,5805.016,0,0,27222,"$101,903"
12/10/2023,158842,16,3567.9175,1901.06,0,0,26560,"$49,554"
13/10/2023,158848,16,8329.575,6856.115,0,0,27000,"$112,562"
12/10/2023,158849,16,5538.1495,4555.264,0,0,28353,"$74,840"
12/10/2023,158850,16,19223.8295,145357.38,13,13361.62,26508,"$274,626"
12/10/2023,158853,16,5692.875,4683.35,0,0,20743,"$81,327"
13/10/2023,158854,16,16195.186,10323.292,0,0,22933,"$218,854"
12/10/2023,158860,16,24149.775,19888.05,0,0,20825,"$344,997"
12/10/2023,158861,16,66187.1625,249743.9,27,139454.875,20762,"$919,266"
12/10/2023,158873,16,3357.5085,5472.012,6,1933.575,22181,"$45,993"
12/10/2023,158875,16,8720.9235,25023.292,20,12743.825,28336,"$119,465"
16/10/2023,158881,16,6005.2075,9889.775,2,3531.65,26845,"$82,263"
12/10/2023,158885,16,7105.9575,23194.885,20,12387.8,26289,"$100,084"
13/10/2023,158889,16,2869.175,2157.4,0,0,20825,"$40,411"
12/10/2023,158896,16,3336.25,2747.5,0,0,24978,"$46,337"
12/10/2023,158903,16,8204.1405,6731.816,0,0,28169,"$113,946"
16/10/2023,158908,16,2869.175,1576.75,0,0,26845,"$39,304"
19/10/2023,158909,16,32986.851,26058.872,0,0,27188,"$464,604"
13/10/2023,158910,16,7428.9405,5901.616,0,0,26853,"$106,128"
13/10/2023,158911,16,9120.5765,1.708,0,0,28343,"$130,294"
13/10/2023,158912,16,4470.541,2296.952,0,0,28341,"$60,413"
13/10/2023,158913,16,21675.1275,29953.28,5,8645.125,27078,"$309,645"
17/10/2023,158917,16,7217.775,31644.2,29,18357.25,21804,"$101,659"
13/10/2023,158918,16,3936.7495,1507.464,0,0,22408,"$54,677"
16/10/2023,158920,16,7428.949,6075.328,0,0,14668,"$104,633"
17/10/2023,158921,16,16957.619,12694.346,0,0,24582,"$229,157"
13/10/2023,158922,16,4767.65,7151.9,5,2304,26357,"$66,217"
16/10/2023,158924,16,37752.461,31088.834,0,0,22785,"$517,157"
13/10/2023,158925,16,11595.4875,6617.45,0,0,26587,"$163,317"
17/10/2023,158926,16,4717.5,3885,0,0,27457,"$66,444"
16/10/2023,158928,16,9173.132,7033.404,0,0,15352,"$129,199"
16/10/2023,158931,16,18739.2615,10937.528,0,0,22876,"$263,933"
16/10/2023,158932,16,62681.55,51620.1,0,0,17184,"$882,839"
13/10/2023,158933,16,6005.2075,4944.73,0,0,10257,"$83,406"
13/10/2023,158936,16,13113.8,6006,0,0,24226,"$179,641"
13/10/2023,158938,16,10465.1065,8617.868,0,0,26514,"$145,349"
16/10/2023,158940,16,4163.3,1241.8,0,0,28317,"$56,261"
16/10/2023,158941,16,5938.491,4877.292,0,0,28226,"$83,641"
13/10/2023,158943,16,14052.4125,11569.95,0,0,20825,"$189,897"
16/10/2023,158944,16,2956.3,2434.6,0,0,19415,"$41,638"
13/10/2023,158948,16,15116.2895,9647.344,0,0,28168,"$215,947"
13/10/2023,158956,16,5404.691,13348.23,12,6355.22,20928,"$73,036"
13/10/2023,158961,16,36014.925,21311.815,0,0,26419,"$507,252"
13/10/2023,158963,16,33617.925,27393.093,0,0,27086,"$454,296"
16/10/2023,158964,16,39984,32928,0,0,26560,"$547,726"
13/10/2023,158965,16,24216.5,19943,0,0,26559,"$345,950"
13/10/2023,158967,16,10400.515,8564.08,0,0,26357,"$140,548"
13/10/2023,158969,16,6005.199,4944.828,0,0,16070,"$81,151"
13/10/2023,158971,16,4403.0425,10391.36,12,4832.375,28182,"$59,501"
13/10/2023,158973,16,9496.132,11246.984,5,2447.6,24851,"$128,326"
17/10/2023,158975,16,5220.7425,4298.84,0,0,22821,"$71,517"
13/10/2023,158978,16,3156.05,2599.1,0,0,18287,"$43,834"
13/10/2023,158984,16,6653.749,3724.028,0,0,15673,"$89,916"
13/10/2023,158985,16,5167.966,4248.552,0,0,24615,"$72,788"
13/10/2023,158990,16,40579,29227.1,0,0,22017,"$555,877"
13/10/2023,158991,16,41917.75,157103.8,26,87559.5,27606,"$598,825"
13/10/2023,158994,16,6762.6595,5559.484,0,0,10125,"$96,609"
13/10/2023,158996,16,12981.71,21378.84,5,7634.3,24396,"$180,302"
13/10/2023,158997,16,28968.1615,35704.228,5,8462.925,25145,"$396,824"
13/10/2023,158999,16,7881.149,28559.37,26,15763.58,26158,"$109,460"
13/10/2023,159003,16,9883.7235,8139.222,0,0,28273,"$137,274"
13/10/2023,159011,16,6589.115,19283.18,19,9897.75,22060,"$91,515"
13/10/2023,159013,16,10788.2,8884.4,0,0,22141,"$147,784"
13/10/2023,159015,16,6143.0095,4343.584,0,0,28341,"$86,521"
13/10/2023,159020,16,18242.8445,14764.904,0,0,24688,"$249,902"
13/10/2023,159021,16,9173.1405,7553.616,0,0,26465,"$127,405"
13/10/2023,159026,16,5137.774,2849.028,0,0,22459,"$72,363"
13/10/2023,159032,16,8743.168,2770.096,0,0,17025,"$124,902"
13/10/2023,159033,16,3336.2245,2747.164,0,0,27086,"$45,084"
13/10/2023,159043,16,11498.7065,33377.568,19,17077.175,24595,"$161,954"
13/10/2023,159044,16,11007.5935,9056.355,0,0,22602,"$150,789"
13/10/2023,159046,16,8114.1,6682.2,0,0,10125,"$111,152"
13/10/2023,159047,16,12328.519,10150.238,0,0,22060,"$176,122"
13/10/2023,159052,16,9754.5235,25448.255,19,12439.37,26329,"$135,479"
13/10/2023,159057,16,7945.7405,23104.963,19,11829.58,21782,"$107,375"
13/10/2023,159059,16,6272.099,5157.628,0,0,26370,"$87,112"
13/10/2023,159060,16,5291.25,4357.5,0,0,27964,"$74,525"
16/10/2023,159061,16,13178.4,4974.9,0,0,25039,"$183,033"
17/10/2023,159062,16,11985,9870,0,0,21542,"$166,458"
13/10/2023,159063,16,8898.8625,26.6,0,0,20743,"$121,902"
13/10/2023,159065,16,6912.149,5692.358,0,0,28256,"$97,354"
16/10/2023,159067,16,10788.1065,9466.968,2,416.175,24796,"$154,116"
13/10/2023,159068,16,37093.575,27917.4,0,0,15823,"$501,265"
16/10/2023,159072,16,10005.35,8239.7,0,0,10125,"$137,060"
13/10/2023,159075,16,4870.925,4005.75,0,0,27073,"$68,605"
13/10/2023,159077,16,1611.6,1068.2,0,0,28003,"$22,383"
13/10/2023,159079,16,7688.76,44941.12,5,441.2,26503,"$103,902"
13/10/2023,159081,16,17531.25,14437.5,0,0,19415,"$236,909"
13/10/2023,159083,16,18360.1105,13812.274,0,0,26837,"$262,287"
13/10/2023,159085,16,10832.4,8920.8,0,0,24448,"$148,389"
13/10/2023,159087,16,7816.5405,5166.665,0,0,21360,"$108,563"
13/10/2023,159091,16,15202.386,8244.992,0,0,28343,"$217,177"
13/10/2023,159092,16,3392.435,30317.427,26,7686.455,26500,"$46,472"
13/10/2023,159094,16,8029.95,6612.9,0,0,28343,"$113,098"
13/10/2023,159095,16,47778.5,38353,0,0,25017,"$654,500"
13/10/2023,159096,16,6653.7405,5478.816,0,0,21842,"$93,715"
20/10/2023,159099,16,8010.3405,6638.016,0,0,22976,"$112,822"
18/10/2023,159103,16,1000.875,6.3,0,0,4553,"$14,298"
16/10/2023,159105,16,7364.349,6062.028,0,0,24847,"$99,518"
13/10/2023,159106,16,5404.674,3553.228,0,0,25007,"$77,210"
13/10/2023,159107,16,7422.2765,6104.245,0,0,27479,"$101,675"
16/10/2023,159109,16,7622.749,4629.828,0,0,21775,"$107,363"
16/10/2023,159116,16,7299.7405,3595.816,0,0,28341,"$104,282"
13/10/2023,159120,16,7202.8405,5918.416,0,0,23079,"$101,448"
13/10/2023,159125,16,5071.0575,2600.64,0,0,26378,"$70,431"
13/10/2023,159129,16,3075.0705,6622.161,0,0,26503,"$42,124"
17/10/2023,159130,16,10336,8512,0,0,28455,"$141,589"
18/10/2023,159131,16,4633.3755,7621.936,0,2718.725,28133,"$62,613"
16/10/2023,159134,16,12344.55,10154.2,0,0,25120,"$169,103"
16/10/2023,159137,16,6405.5405,1376.116,0,0,19415,"$90,219"
16/10/2023,159140,16,11888.1,9790.2,0,0,28455,"$169,830"
16/10/2023,159141,16,17498.1,14410.2,0,0,27804,"$236,461"
16/10/2023,159142,16,5566.6925,4574.36,0,0,11677,"$77,315"
16/10/2023,159143,16,4804.1575,1477.84,0,0,28000,"$68,631"
16/10/2023,159145,16,3711.1,126.7,0,0,21657,"$51,543"
17/10/2023,159153,16,8074.932,6649.104,0,0,15068,"$113,731"
18/10/2023,159155,16,4670.7245,3846.164,0,0,21569,"$65,785"
16/10/2023,159156,16,6427.649,3569.496,0,0,24401,"$91,824"
16/10/2023,159157,16,15810.102,10767.344,0,0,26815,"$213,650"
16/10/2023,159158,16,7012.551,5725.972,0,0,26260,"$100,179"
16/10/2023,159159,16,9043.9405,907.816,0,0,21804,"$129,199"
16/10/2023,159161,16,4870.891,4005.652,0,0,22553,"$67,651"
16/10/2023,159162,16,8252.65,6796.3,0,0,12310,"$116,235"
17/10/2023,159163,16,18683,15386,0,0,27998,"$259,486"
16/10/2023,159164,16,4403.816,2791.152,0,0,28302,"$59,511"
16/10/2023,159165,16,4870.8995,3938.585,0,0,24654,"$69,584"
16/10/2023,159170,16,1601.4,1318.8,0,0,27711,"$22,242"
16/10/2023,159171,16,4570.6285,1101.611,0,0,28283,"$64,375"
16/10/2023,159172,16,6395.4,5159,0,0,12107,"$91,363"
16/10/2023,159173,16,5842.084,4806.298,0,0,27073,"$80,029"
18/10/2023,159174,16,10658.915,7201.88,0,0,17226,"$144,039"
16/10/2023,159175,16,7687.3405,3817.716,0,0,20928,"$106,769"
16/10/2023,159177,16,4811.85,20408.5,30,11747,22141,"$65,025"
16/10/2023,159178,16,6667.4425,3426.36,0,0,12031,"$95,249"
16/10/2023,159179,16,21345.2,17578.4,0,0,10257,"$292,400"
16/10/2023,159180,16,10769.5,8869,0,0,21401,"$149,576"
16/10/2023,159182,16,24075.4,8451.8,0,0,27893,"$339,090"
23/10/2023,159183,16,14341.2,17116.4,0,0,10125,"$193,800"
16/10/2023,159184,16,15698.769,12117.826,0,0,26164,"$215,052"
16/10/2023,159186,16,20145.1275,12010.18,0,0,27100,"$275,961"
16/10/2023,159190,16,10729.125,8309.7,0,0,27706,"$144,988"
16/10/2023,159192,16,9173.2,7554.4,0,0,27819,"$123,962"
16/10/2023,159193,16,25348.275,18671.8,0,0,22139,"$347,237"
17/10/2023,159196,16,6080.9595,4602.584,0,0,27704,"$82,175"
16/10/2023,159197,16,23365.735,19232.92,0,0,15823,"$333,796"
16/10/2023,159200,16,15374.6555,9213.981,0,0,22929,"$213,537"
16/10/2023,159201,16,2535.5415,1864.688,0,0,28278,"$35,712"
18/10/2023,159202,16,12015.5065,7967.568,0,0,27226,"$162,372"
16/10/2023,159204,16,4937.6075,19570.04,23,11074.125,22160,"$70,537"
16/10/2023,159206,16,13460.719,11076.268,0,0,24684,"$186,954"
16/10/2023,159211,16,8527.132,5540.304,0,0,24582,"$118,432"
16/10/2023,159214,16,52538.5,43267,0,0,28312,"$719,705"
16/10/2023,159215,16,7622.749,6276.928,0,0,26529,"$107,363"
16/10/2023,159218,16,5337.9745,4392.99,0,0,24970,"$76,257"
16/10/2023,159220,16,11304.915,17983.98,2,6195.75,27812,"$161,499"
16/10/2023,159221,16,5071.0575,4175.64,0,0,21984,"$70,431"
16/10/2023,159222,16,18360.1105,12496.456,0,0,28456,"$255,002"
18/10/2023,159223,16,2468.8165,2024.288,0,0,27095,"$34,289"
16/10/2023,159224,16,9767.775,7618.8,0,0,24452,"$131,997"
16/10/2023,159225,16,4532.6505,3704.036,0,0,27100,"$63,840"
16/10/2023,159227,16,17992.7235,14816.592,0,0,27480,"$246,476"
16/10/2023,159229,16,29750,24500,0,0,22269,"$419,014"
17/10/2023,159230,16,8204.132,19795.804,8,9313.9,24611,"$112,385"
17/10/2023,159231,16,10114.15,8329.3,0,0,19415,"$138,550"
16/10/2023,159232,16,15698.65,12928.3,0,0,28280,"$212,144"
16/10/2023,159236,16,6589.149,10850.028,2,3874.05,22820,"$94,131"
16/10/2023,159237,16,19111.5615,15730.428,0,0,21715,"$269,177"
19/10/2023,159239,16,23141.3945,35581.504,0,0,27226,"$330,591"
16/10/2023,159240,16,4670.7245,3814.727,0,0,27431,"$63,118"
17/10/2023,159245,16,33078.6,27241.2,0,0,28133,"$459,425"
16/10/2023,159250,16,7105.949,5264.77,0,0,21482,"$96,026"
16/10/2023,159251,16,2602.275,1939.119,0,0,22516,"$36,652"
16/10/2023,159253,16,29155,24010,0,0,22459,"$404,931"
17/10/2023,159254,16,24541.2085,20200.012,0,0,27140,"$331,638"
16/10/2023,159255,16,26486.85,19364.1,0,0,28341,"$367,873"
16/10/2023,159259,16,6403.1265,55028.834,23,12940.495,26502,"$91,473"
16/10/2023,159260,16,10755.9,6316.1,0,0,24857,"$147,341"
16/10/2023,159261,16,3952.517,3244.724,0,0,24463,"$56,465"
16/10/2023,159263,16,18360.102,15116.444,0,0,21482,"$255,001"
16/10/2023,159264,16,40400.5,30180.5,0,0,28343,"$577,150"
17/10/2023,159265,16,11951,7893.2,0,0,28317,"$163,712"
16/10/2023,159266,16,42066.5,34643,0,0,21256,"$576,253"
17/10/2023,159267,16,30082.35,37160.55,1,8847.75,24403,"$412,087"
16/10/2023,159269,16,12071.241,89466.552,9,14199.57,26503,"$165,359"
16/10/2023,159270,16,8388.225,6900.6,0,0,22943,"$116,503"
16/10/2023,159271,16,15363.8605,11599.819,0,0,28343,"$210,464"
16/10/2023,159272,16,4603.991,1594.152,0,0,27773,"$63,068"
16/10/2023,159276,16,20374.5,16779,0,0,20928,"$291,064"
18/10/2023,159277,16,16320.102,13352.339,0,0,17121,"$229,861"
16/10/2023,159280,16,6589.2,5426.4,0,0,28421,"$91,517"
16/10/2023,159281,16,14892.136,12253.892,0,0,26529,"$209,748"
17/10/2023,159284,16,24447.7,9308.6,0,0,28421,"$330,374"
16/10/2023,159286,16,6524.549,3794.728,0,0,22516,"$93,208"
16/10/2023,159287,16,6375,5250,0,0,27886,"$88,542"
17/10/2023,159288,16,6138.666,4346.552,0,0,21944,"$82,955"
16/10/2023,159289,16,11322,9324,0,0,27073,"$157,250"
16/10/2023,159291,16,11498.715,9468.48,0,0,27687,"$159,704"
16/10/2023,159293,16,4003.466,2743.552,0,0,26409,"$55,604"
16/10/2023,159296,16,6605.707,5433.204,0,0,28311,"$94,367"
16/10/2023,159299,16,3136.075,2582.65,0,0,26297,"$43,557"
16/10/2023,159301,16,7751.9405,4738.916,0,0,28311,"$106,191"
16/10/2023,159302,16,4337.0825,2809.24,0,0,15225,"$60,237"
16/10/2023,159305,16,4603.991,2525.852,0,0,28420,"$64,845"
16/10/2023,159307,16,5490.9745,7489.692,2,2119.795,28207,"$76,264"
16/10/2023,159308,16,4986.763,7509.936,0,0,26502,"$67,389"
16/10/2023,159311,16,7041.3405,5798.016,0,0,28356,"$96,457"
16/10/2023,159314,16,5204.5245,9740.185,9,3895.79,28341,"$72,285"
16/10/2023,159318,16,7945.7405,29140.216,23,16140.475,28342,"$111,912"
16/10/2023,159326,16,4270.383,2601.018,0,0,26587,"$59,311"
16/10/2023,159327,16,8139.532,13405.56,2,4787.44,23075,"$109,994"
16/10/2023,159328,16,9108.5235,7500.192,0,0,24582,"$128,289"
16/10/2023,159330,16,4537.2745,3704.064,0,0,26359,"$62,154"
16/10/2023,159334,16,15363.852,7685.944,0,0,19598,"$207,620"
16/10/2023,159335,16,9228.45,7599.9,0,0,27988,"$126,417"
16/10/2023,159336,16,7105.9575,4171.44,0,0,28133,"$100,084"
16/10/2023,159337,16,4521.9745,2411.164,0,0,22181,"$62,805"
17/10/2023,159339,16,4603.991,3790.43,0,0,19554,"$63,944"
17/10/2023,159343,16,34936.275,28765.8,0,0,27100,"$478,579"
17/10/2023,159344,16,18180.65,8764.7,0,0,26633,"$252,509"
17/10/2023,159347,16,22710.487,106594.264,29,62779.65,26240,"$311,103"
17/10/2023,159348,16,8656.3405,7128.016,0,0,28337,"$118,580"
17/10/2023,159351,16,10881.7935,9577.708,1,440.165,27711,"$149,066"
18/10/2023,159353,16,17187.85,14154.7,0,0,21254,"$238,720"
17/10/2023,159357,16,6976.749,5744.928,0,0,24711,"$94,280"
17/10/2023,159358,16,8268.7235,6808.592,0,0,24463,"$114,843"
17/10/2023,159359,16,3669.841,3021.466,0,0,26308,"$52,426"
18/10/2023,159362,16,4537.2745,3736.264,0,0,26450,"$61,315"
17/10/2023,159364,16,15140.336,12459.692,0,0,28112,"$216,291"
19/10/2023,159365,16,5404.6825,4445.14,0,0,23006,"$74,037"
17/10/2023,159367,16,9710.91,15981.42,1,5703,26150,"$134,874"
18/10/2023,159368,16,3002.5995,1307.677,0,0,25039,"$42,894"
17/10/2023,159370,16,19367.25,15949.5,0,0,27687,"$276,675"
18/10/2023,159371,16,27662.4085,22770.412,0,0,14510,"$389,611"
17/10/2023,159374,16,8139.6,6703.2,0,0,21984,"$114,642"
17/10/2023,159375,16,8838.9375,6376.65,0,0,25118,"$122,763"
17/10/2023,159376,16,12517.202,10299.044,0,0,26464,"$169,151"
17/10/2023,159380,16,12894.6105,10614.219,0,0,11362,"$181,614"
17/10/2023,159383,16,24389.475,18643.8,0,0,25017,"$338,743"
17/10/2023,159384,16,29842.65,78094.8,15,38227.5,24881,"$414,481"
17/10/2023,159387,16,4937.6245,4065.964,0,0,21250,"$70,537"
17/10/2023,159388,16,2802.45,780.5,0,0,24187,"$38,390"
17/10/2023,159391,16,7751.9405,5753.216,0,0,24720,"$107,666"
17/10/2023,159393,16,7736.768,3581.074,0,0,24483,"$107,455"
20/10/2023,159394,16,8074.932,7979.104,0,0,24847,"$109,121"
17/10/2023,159395,16,14341.0895,10341.744,0,0,21250,"$193,799"
17/10/2023,159397,16,24748.838,20373.836,0,0,12310,"$353,555"
17/10/2023,159401,16,3870.016,1195.159,0,0,22412,"$54,507"
17/10/2023,159404,16,3002.5995,1748.327,0,0,27661,"$42,290"
17/10/2023,159405,16,9245.45,7613.9,0,0,22553,"$128,409"
17/10/2023,159408,16,14871.6,12244.4,0,0,24970,"$209,459"
17/10/2023,159410,16,9686.685,7430.22,0,0,22408,"$130,901"
17/10/2023,159411,16,33857.625,25344.9,0,0,22435,"$463,803"
17/10/2023,159413,16,11086.125,9097.55,0,0,26875,"$151,865"
17/10/2023,159415,16,6782.949,4849.628,0,0,28168,"$94,208"
17/10/2023,159416,16,2468.825,2765.35,1,523,28065,"$34,289"
17/10/2023,159418,16,22695.136,14265.524,0,0,26150,"$310,892"
17/10/2023,159419,16,2535.5415,2083.088,0,0,21984,"$35,216"
17/10/2023,159422,16,6298.109,8272.348,1,2204.05,28341,"$86,275"
17/10/2023,159424,16,17212.5935,14165.732,0,0,28420,"$245,894"
17/10/2023,159425,16,23268.8945,19153.785,0,0,28032,"$332,413"
17/10/2023,159427,16,11466.551,9433.172,0,0,22785,"$159,258"
17/10/2023,159428,16,68722.5,56595,0,0,22543,"$981,750"
17/10/2023,159429,16,16257.2445,10038.504,0,0,28030,"$219,692"
17/10/2023,159430,16,2987.7755,938.336,0,0,22004,"$40,375"
17/10/2023,159431,16,13774.25,11343.5,0,0,27837,"$191,309"
17/10/2023,159432,16,20321.5535,16725.352,0,0,19627,"$282,244"
17/10/2023,159433,16,23020.737,11232.564,0,0,15205,"$315,353"
17/10/2023,159435,16,8802.175,7237.65,0,0,27886,"$123,974"
17/10/2023,159437,16,20846.3945,36828.904,8,14043.775,26219,"$289,533"
17/10/2023,159438,16,16362.5,12005,0,0,22408,"$224,144"
17/10/2023,159439,16,10469.025,8584.8,0,0,28422,"$143,411"
18/10/2023,159440,16,11369.498,53494.756,28,31522.6,25005,"$155,747"
17/10/2023,159443,16,9625.332,7841.204,0,0,24463,"$130,072"
17/10/2023,159445,16,12209.298,4789.456,0,0,27810,"$164,991"
17/10/2023,159446,16,7760.2875,4239.2,0,0,24299,"$109,300"
17/10/2023,159447,16,15932.485,12533.92,0,0,24272,"$224,401"
17/10/2023,159449,16,11046.515,7677.88,0,0,21420,"$151,322"
17/10/2023,159451,16,10594.315,43607.48,22,24916.25,23085,"$145,128"
17/10/2023,159452,16,8979.332,6216.952,0,0,23135,"$124,713"
17/10/2023,159453,16,19049.35,15687.7,0,0,28003,"$272,134"
17/10/2023,159454,16,13363.1815,10323.068,0,0,22939,"$185,600"
